Sample,Taxa,relabs,Metabollic group,Notes,Source
6_17ROV19_HD7 phyloFlash,Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales,0.02506600950536877,SRB,"Obligate Anaerobes, mostly mesophilic with some thermophiles. Some are magnetotatctile","1) Keuver, Galushko Desulfovibrio, in Bergey's Manual of systematics od Archea and Bacteria, 2019 https://doi.org/10.1002/9781118960608.gbm01035.pub2
2) Rabus  et al., A Post-Genomic View of the Ecophysiology, Catabolism and Biotechnological Relevance of Sulphate-Reducing Prokaryotes, 2015., 10.1016/bs.ampbs.2015.05.002"
6_17ROV19_HD7 phyloFlash,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales,0.0242738954409435,Fermentative,"Is hypothesised to be anaerobic fermentative, but some suggest it could be innvolved in syntrophic methanogensis","1) Xia et al, Cellular adhesiveness and cellulolytic capacity in Anaerolineae revealed by omics-based genome interpretation, 2016 doi: 10.1186/s13068-016-0524-z"
6_17ROV19_HD7 phyloFlash,Bacteria;Thermotogota;Thermotogae;Thermotogales,0.02145748987854251,Fermentative,"Strick anaerobe with acetate, CO2 and hydrogen as metabolites of glucose fermentation. Inhibited by H2","Bhandari and Gupta,  The Phylum Thermotogae, in: The Prokaryotes, p 489 - 498"
6_17ROV19_HD7 phyloFlash,Bacteria;Proteobacteria;Gammaproteobacteria;Thiomicrospirales,0.02019010737546207,SHO,Often observed anoxic/oxic transition zones,"Lecoeuvre et al., Microbial ecology of the newly discovered serpentinite-hosted Old City hydrothermal field (southwest Indian ridge) 2020. https://doi.org/10.1038/s41396-020-00816-7"
6_17ROV19_HD7 phyloFlash,Bacteria;Aquificota;Aquificae;Aquificales,0.01383559232529484,SHO,Diverse order which generally takes hydrogen or sulphide in oxidation. Some have formate fixing capacities,"Hedlund, Isolation of diverse members of the Aquificales from geothermal springs in Tengchong, China., 2015., doi: 10.3389/fmicb.2015.00157"
6_17ROV19_HD7 phyloFlash,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales,0.01302587572610456,Fermentative,Strict anaerobes which are generally fermentative,Brock 528-529
6_17ROV19_HD7 phyloFlash,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales,0.01112480197148389,Chemoorganotroph,"Meso to psycrophillic, generally chemoorganotrophs",Brock p 529-530
6_17ROV19_HD7 phyloFlash,Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales,0.01079035381094878,SRB,"Strict anaerobes, with chemo-organotrophs, -lithoeterotrophs and -lithoautotrophs with some exibiting capacities of fermentation","Kuever et al., Desulfobacterales ord. nov†, In: Bergey's Manual of Systematics of Archea and Bacteria,  2015 https://doi.org/10.1002/9781118960608.obm00084 "
6_17ROV19_HD7 phyloFlash,Bacteria;Aquificota;Desulfurobacteriia;Desulfurobacteriales,0.01010385495511354,SRB,,Thoetkiattikul 2017 
6_17ROV19_HD7 phyloFlash,Bacteria;Proteobacteria;Gammaproteobacteria;(Gammaproteobacteria),0.01006864988558352,,Too diverse to draw any conclusion,
7_17ROV19_HD11 phyloFlash,Bacteria;Campilobacterota;Campylobacteria;Campylobacterales,0.3645468318125571,SHO (?),Generally sulphide oxidising and are often observed in anoxic-oxic transition zones. Maybe do KEGG analysis of campylobacterales bins? Difference between Loke/FOV metabolisms?,1)Brock p. 514
7_17ROV19_HD11 phyloFlash,Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales,0.1078768113427934,SRB,"Obligate Anaerobes, mostly mesophilic with some thermophiles. Some are magnetotatctile","1) Keuver, Galushko Desulfovibrio, in Bergey's Manual of systematics od Archea and Bacteria, 2019 https://doi.org/10.1002/9781118960608.gbm01035.pub2
2) Rabus  et al., A Post-Genomic View of the Ecophysiology, Catabolism and Biotechnological Relevance of Sulphate-Reducing Prokaryotes, 2015., 10.1016/bs.ampbs.2015.05.002"
7_17ROV19_HD11 phyloFlash,Bacteria;Desulfobacterota;Thermodesulfobacteria;Thermodesulfobacteriales,0.08051440400605997,SRB ,"Thermophillic, Sulphate reducing bacteria","Hatchikian, Olviier and Garcia"
7_17ROV19_HD11 phyloFlash,Bacteria;(Bacteria);(Bacteria);(Bacteria),0.06145555054412564,Other,,
7_17ROV19_HD11 phyloFlash,Bacteria;Thermotogota;Thermotogae;Thermotogales,0.03236998230579746,Fermentative,"Strick anaerobe with acetate, CO2 and hydrogen as metabolites of glucose fermentation. Inhibited by H2","Bhandari and Gupta,  The Phylum Thermotogae, in: The Prokaryotes, p 489 - 498"
7_17ROV19_HD11 phyloFlash,Bacteria;Desulfobacterota;Desulfobacteria;Desulfatiglandales,0.02550046837594976,SRB ,,"1) Brock p 473
"
7_17ROV19_HD11 phyloFlash,Archaea;Euryarchaeota;Methanococci;Methanococcales,0.02376574263608923,Methanogenic,"Strict anaerobes generally mesophiles but extremophiles (in almost every direction; psychro, thermo, h.thermo, acido, and halo exist",Brock 548-549
7_17ROV19_HD11 phyloFlash,Bacteria;Thermotogota;Thermotogae;(Thermotogae),0.01913980732979449,Fermentative,"Strick anaerobe with acetate, CO2 and hydrogen as metabolites of glucose fermentation. Inhibited by H2","Bhandari and Gupta,  The Phylum Thermotogae, in: The Prokaryotes, p 489 - 498"
7_17ROV19_HD11 phyloFlash,Archaea;Halobacterota;Archaeoglobi;Archaeoglobales,0.01901259410887139,SRB ,Hyperthermophile,1) Brock p 551
7_17ROV19_HD11 phyloFlash,Bacteria;Proteobacteria;Gammaproteobacteria;Thiomicrospirales,0.01828400929812997,SHO,Often observed anoxic/oxic transition zones,"Lecoeuvre et al., Microbial ecology of the newly discovered serpentinite-hosted Old City hydrothermal field (southwest Indian ridge) 2020. https://doi.org/10.1038/s41396-020-00816-7"
7_17ROV19_HD11 phyloFlash,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales,0.0158785229388567,Chemoorganotroph,"Meso to psycrophillic, generally chemoorganotrophs",Brock p 529-530
7_17ROV19_HD11 phyloFlash,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales,0.01576287455619933,Fermentative,Strict anaerobes which are generally fermentative,Brock 528-529
8_17ROV19_HD12 phyloFlash,Bacteria;Desulfobacterota;Thermodesulfobacteria;Thermodesulfobacteriales,0.1995946586939961,SRB ,"Thermophillic, Sulphate reducing bacteria","Hatchikian, Olviier and Garcia"
8_17ROV19_HD12 phyloFlash,Bacteria;Campilobacterota;Campylobacteria;Campylobacterales,0.1559557861752742,SHO (?),Generally sulphide oxidising and are often observed in anoxic-oxic transition zones. Maybe do KEGG analysis of campylobacterales bins? Difference between Loke/FOV metabolisms?,1)Brock p. 514
8_17ROV19_HD12 phyloFlash,Archaea;Halobacterota;Archaeoglobi;Archaeoglobales,0.07103534518693133,SRB ,Hyperthermophile,1) Brock p 551
8_17ROV19_HD12 phyloFlash,Archaea;Euryarchaeota;Methanococci;Methanococcales,0.05554038320564603,Methanogenic,"Strict anaerobes generally mesophiles but extremophiles (in almost every direction; psychro, thermo, h.thermo, acido, and halo exist",Brock 548-549
8_17ROV19_HD12 phyloFlash,Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales,0.05332681720831956,SRB,"Obligate Anaerobes, mostly mesophilic with some thermophiles. Some are magnetotatctile","1) Keuver, Galushko Desulfovibrio, in Bergey's Manual of systematics od Archea and Bacteria, 2019 https://doi.org/10.1002/9781118960608.gbm01035.pub2
2) Rabus  et al., A Post-Genomic View of the Ecophysiology, Catabolism and Biotechnological Relevance of Sulphate-Reducing Prokaryotes, 2015., 10.1016/bs.ampbs.2015.05.002"
8_17ROV19_HD12 phyloFlash,Archaea;Euryarchaeota;Thermococci;Thermococcales,0.05313995774101278,Fermentative,Stricti anerobes hypothesised to be fermentative heterotrphs that are dependent on sulphur reduction,"1) Bertoldo, C. Antranikiam, G. The Order Thermococcales, in The Prokaryotes, p 69-81,  2006
2) Lepage et al., Molecular Diversity of New Thermococcales Isolates from a Single Area of Hydrothermal Deep-Sea Vents as Revealed by Randomly Amplified Polymorphic DNA Fingerprinting and 16S rRNA Gene Sequence Analysis, 2004, doi:10.1128/AEM.70.3.1277-1286.2004"
8_17ROV19_HD12 phyloFlash,Bacteria;Campilobacterota;Campylobacteria;Nautiliales,0.04494688878986934,SHO,"Universally thermophillic (1) and generally strictly anaerobic. Allthough the ""strictness"" can vary with on the genus level","Miroshnichenko et al., Caminibacter profundus sp. nov., a novel thermophile of Nautiliales ord. nov. within the class ‘Epsilonproteobacteria’, isolated from a deep-sea hydrothermal vent,  2004., https://doi.org/10.1099/ijs.0.02753-0
Giovanneli et al., Draft genome sequence of Caminibacter mediatlanticus strain TB-2, an Epsilonproteobacterium isolated from a deep-sea hydrothermal vent. 2011 doi: 10.4056/sigs.2094859"
8_17ROV19_HD12 phyloFlash,Bacteria;(Bacteria);(Bacteria);(Bacteria),0.03899613344640727,Other,,
8_17ROV19_HD12 phyloFlash,Bacteria;Thermotogota;Thermotogae;Thermotogales,0.0343677681792701,Fermentative,"Strick anaerobe with acetate, CO2 and hydrogen as metabolites of glucose fermentation. Inhibited by H2","Bhandari and Gupta,  The Phylum Thermotogae, in: The Prokaryotes, p 489 - 498"
8_17ROV19_HD12 phyloFlash,Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales,0.03247042589584741,SRB ,Strick anaerobe So reducers ,Brock 559
8_17ROV19_HD12 phyloFlash,Bacteria;Aquificota;Desulfurobacteriia;Desulfurobacteriales,0.01848471345819379,SRB,,Thoetkiattikul 2017 
8_17ROV19_HD12 phyloFlash,Bacteria;Desulfobacterota;Desulfobacteria;Desulfatiglandales,0.01673110922654554,SRB ,,"1) Brock p 473
"
8_17ROV19_HD12 phyloFlash,Bacteria;Aquificota;Aquificae;Aquificales,0.0148481407483003,SHO,Diverse order which generally takes hydrogen or sulphide in oxidation. Some have formate fixing capacities,"Hedlund, Isolation of diverse members of the Aquificales from geothermal springs in Tengchong, China., 2015., doi: 10.3389/fmicb.2015.00157"
8_17ROV19_HD12 phyloFlash,Archaea;(Archaea);(Archaea);(Archaea),0.01385634819105662,Other,,
9_17ROV19_HD24 phyloFlash,Archaea;Halobacterota;ANME-1;uncultured archaeon,0.3572762387128131,AMO,Could be sulphate or nitrate reduciton coupled(1). Often occurs in the sulphate/methane transition zone (2),"1) McGlynn, Energy Metabolism during Anaerobic Methane Oxidation in ANME Archaea, 2017 https://dx.doi.org/10.1264%2Fjsme2.ME16166
2) Kevorkian et al.,  ANME-1 archaea drive methane accumulation and removal in estuarine sediments, 2020 (BIOARXIV)
 https://doi.org/10.1101/2020.02.24.963215"
9_17ROV19_HD24 phyloFlash,Bacteria;Desulfobacterota;Desulfofervidia;Desulfofervidales,0.1193819865449057,SRB ,Hypothesised to grow allongside ANME ,"Krukenberg et al., Candidatus Desulfofervidus auxilii, a hydrogenotrophic sulfate-reducing bacterium involved in the thermophilic anaerobic oxidation of methane, 2016,
https://doi.org/10.1111/1462-2920.13283"
9_17ROV19_HD24 phyloFlash,Archaea;Halobacterota;ANME-1;(ANME-1),0.06811961220678894,AMO,Could be sulphate or nitrate reduciton coupled(1). Often occurs in the sulphate/methane transition zone (2),"1) McGlynn, Energy Metabolism during Anaerobic Methane Oxidation in ANME Archaea, 2017 https://dx.doi.org/10.1264%2Fjsme2.ME16166
2) Kevorkian et al.,  ANME-1 archaea drive methane accumulation and removal in estuarine sediments, 2020 (BIOARXIV)
 https://doi.org/10.1101/2020.02.24.963215"
9_17ROV19_HD24 phyloFlash,Bacteria;(Bacteria);(Bacteria);(Bacteria),0.04427902693576855,Other,,
9_17ROV19_HD24 phyloFlash,Archaea;Halobacterota;Archaeoglobi;Archaeoglobales,0.03310055508658839,SRB ,Hyperthermophile,1) Brock p 551
9_17ROV19_HD24 phyloFlash,Bacteria;Desulfobacterota;Desulfobacteria;Desulfatiglandales,0.0254521269792546,SRB ,,"1) Brock p 473
"
9_17ROV19_HD24 phyloFlash,Bacteria;Chloroflexi;Anaerolineae;SBR1031,0.01777811884480597,Fermentative,"Is hypothesised to be anaerobic fermentative, but some suggest it could be innvolved in syntrophic methanogensis","1) Xia et al., Cellular adhesiveness and cellulolytic capacity in Anaerolineae revealed by omics-based genome interpretation, 2016; 
https://doi.org/10.1186/s13068-016-0524-z"
9_17ROV19_HD24 phyloFlash,Bacteria;Desulfobacterota;Thermodesulfobacteria;Thermodesulfobacteriales,0.01652469751617937,SRB ,"Thermophillic, Sulphate reducing bacteria","Hatchikian, Olviier and Garcia"
9_17ROV19_HD24 phyloFlash,Bacteria;Calditrichota;Calditrichia;Calditrichales,0.01632005729926074,Fermentative (?),debated taxonomical assignment. The exact metabolism remains unknown and is suspected to be either fermentative or nitrate reducing with either H2 or acetate as electron source,"1) Kublanov et al., Genomic analysis of Caldithrix abyssi, the thermophilic anaerobic bacterium of the novel bacterial phylum Calditrichaeota, 2017
https://doi.org/10.3389/fmicb.2017.00195"
9_17ROV19_HD24 phyloFlash,Archaea;Halobacterota;ANME-1;ANME-1b,0.0133527741539406,AMO,,"1) McGlynn, Energy Metabolism during Anaerobic Methane Oxidation in ANME Archaea, 2017 https://dx.doi.org/10.1264%2Fjsme2.ME16166
2) Kevorkian et al.,  ANME-1 archaea drive methane accumulation and removal in estuarine sediments, 2020 (BIOARXIV)
 https://doi.org/10.1101/2020.02.24.963215"
9_17ROV19_HD24 phyloFlash,Archaea;(Archaea);(Archaea);(Archaea),0.0131737139641368,Other,,
9_17ROV19_HD24 phyloFlash,Archaea;Halobacterota;Methanosarcinia;Methanosarciniales,0.01069245133399841,Methanogenic,,"Kendall and Boone,  The Order Methanosarcinales., In: The Prokaryotes, 2017, https://doi.org/10.1007/0-387-30743-5_12"
FOV-ROV14-BS01 phyloFlash,Bacteria;Proteobacteria;Gammaproteobacteria;(Gammaproteobacteria),0.06129887342611001,,Too diverse to draw any conclusion,
FOV-ROV14-BS01 phyloFlash,Bacteria;(Bacteria);(Bacteria);(Bacteria),0.050222474675755,Other,,
FOV-ROV14-BS01 phyloFlash,Bacteria;Calditrichota;Calditrichia;Calditrichales,0.04473161033797217,Fermentative (?),debated taxonomical assignment. The exact metabolism remains unknown and is suspected to be either fermentative or nitrate reducing with either H2 or acetate as electron source,"1) Kublanov et al., Genomic analysis of Caldithrix abyssi, the thermophilic anaerobic bacterium of the novel bacterial phylum Calditrichaeota, 2017
https://doi.org/10.3389/fmicb.2017.00195"
FOV-ROV14-BS01 phyloFlash,Archaea;Halobacterota;Archaeoglobi;Archaeoglobales,0.03502792767206286,SRB ,Hyperthermophile,1) Brock p 551
FOV-ROV14-BS01 phyloFlash,Bacteria;Nitrospirota;Thermodesulfovibrionia;uncultured,0.0326138407649342,SRB," Furthermore, some have been implicated in methanol utilisation by D Knutssoovi the origin of my control enzyme","1) Frank et al, Characterization and Genome Analysis of the First Facultatively Alkaliphilic Thermodesulfovibrio Isolated from the Deep Terrestrial Subsurface., 2016 https://doi.org/10.3389/fmicb.2016.02000
"
FOV-ROV14-BS01 phyloFlash,Bacteria;Proteobacteria;Gammaproteobacteria;Ectothiorhodospirales,0.02877970273596516,Contam?,Purple sulphur bacteria with photsynthetic capacities,"Ohren A., The Family Ectothiorhodospiraceae., 2014., In: The Prokaryotes., https://doi.org/10.1007/978-3-642-38922-1_248"
FOV-ROV14-BS01 phyloFlash,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales,0.02153744201457919,Chemoorganotroph,"Meso to psycrophillic, generally chemoorganotrophs",Brock p 529-530
FOV-ROV14-BS01 phyloFlash,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales,0.01718261857426867,Fermentative,"Is hypothesised to be anaerobic fermentative, but some suggest it could be innvolved in syntrophic methanogensis","1) Xia et al, Cellular adhesiveness and cellulolytic capacity in Anaerolineae revealed by omics-based genome interpretation, 2016 doi: 10.1186/s13068-016-0524-z"
FOV-ROV14-BS01 phyloFlash,Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales,0.01699327842468995,SHO,Diverse order including aerobes allthough some have been observed in deap sea sediments (1-2). The likely culprit is sulphide reducing,"1) Garrity et al., Thiotrichales ord. nov†., 2015., https://doi.org/10.1002/9781118960608.obm00103
2) Brock P 649"
FOV-ROV14-BS01 phyloFlash,Bacteria;Zixibacteria;uncultured bacterium;(uncultured bacterium),0.01699327842468995,N/SRB,"Another species that so far has not been identified at deap sea HF, but in a set of other watery environments from cave deposits to deep subsurface fracture fluids. It is poorly defined but is hypothesised to be predatory and use either nitrate or sulphate reduction as catabolism ","1)Maciejewska et al., High-Throughput Sequencing Analysis of the Actinobacterial Spatial Diversity in Moonmilk Deposits., 2018., 10.3390/antibiotics7020027
2) Momper et al., Energy and carbon metabolisms in a deep terrestrial subsurface fluid microbial community 2017., doi: 10.1038/ismej.2017.94"
FOV-ROV14-BS01 phyloFlash,Bacteria;Proteobacteria;Alphaproteobacteria;(Alphaproteobacteria),0.01694594338729528,,,
FOV-ROV14-BS01 phyloFlash,Archaea;Nanoarchaeota;Nanoarchaeia;Woesearchaeales,0.0161885827889804,Fermentative / heterotroph,"Supposedly an anerobic transitor, acting as the intermediary between aerobes (by eating them or their byproducts) and providing H2 and acetate syntrophically to Anaerobes)","1) Liu et al., Insights into the ecology, evolution, and metabolism of the widespread Woesearchaeotal lineages, 2018
https://doi.org/10.1186/s40168-018-0488-2
"
FOV-ROV14-BS01 phyloFlash,Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales,0.01557322730284957,SRB,"Some nifty bacteria that have been dubbed ""cable bacteria"" due their capacity to form fillaments that carry weak currents in marine sediments. Have so far been reported only in sediments as far as I can tell. They are hypothesised  (atleast their electricity carrying capacity) to be aerobic","Pfeffer et al.,  Filamentous bacteria transport electrons over centimetre distances 2012., https://doi.org/10.1038/nature11586
Schauer et al., Succession of cable bacteria and electric currents in marine sediment, 2014 ,https://doi.org/10.1038/ismej.2013.239"
FOV-ROV14-BS01 phyloFlash,Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales,0.01552589226545489,NRB ,Chemoorganotroph observed to grown on d-xylose under anaerobic conditions,"1) Fukunaga., Phycisphaerales†, In: Bergeyæs Manual of systematics of Archaea and Bacteria, 2019, https://doi.org/10.1002/9781118960608.obm00142"
FOV-ROV14-BS01 phyloFlash,Archaea;Halobacterota;Methanosarcinia;Methanosarciniales,0.01552589226545489,Methanogenic,,"Kendall and Boone,  The Order Methanosarcinales., In: The Prokaryotes, 2017, https://doi.org/10.1007/0-387-30743-5_12"
FOV-ROV14-BS01 phyloFlash,Bacteria;Planctomycetota;Planctomycetes;Planctomycetales,0.01500520685411342,Fermentative / heterotroph,"Diverse group of ""float and grab"" bacteria. Interestingly some have nuclear envelopes, a unique trait among the prokaryotes",Brock p 538
FOV-ROV14-BS01 phyloFlash,Bacteria;Chloroflexi;Dehalococcoidia;SAR202 clade,0.01495787181671874,Unknown,,
FOV-ROV14-BS01 phyloFlash,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales,0.01424784625579854,,Too diverse to draw any conclusion,Brock p 509
FOV-ROV14-BS01 phyloFlash,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales,0.01415317618100918,Too diverse to draw any conclusion,Diverse order of GN bacteria usually associated with nitrogen fixation and plant-symbiosis. Note that some are methanotrophs and some MnII+ oxidisers have been observed on hydrothermal vents,"Anderson et al., 2008, 
Beck et al, Multiphyletic origins of methylotrophy in Alphaproteobacteria, exemplified by comparative genomics of Lake Washington isolates 2015., https://doi.org/10.1111/1462-2920.12736"
FOV-ROV14-BS01 phyloFlash,Bacteria;Planctomycetota;Planctomycetes;Pirellulales,0.01334848054529963,Fermentative,Ubiquitous aquatic bacteria that thrive in micro- to anoxic environments,"Dedysh and Ivanova, Planctomycetes in boreal and subarctic wetlands: diversity patterns and potential ecological functions,  2019. https://doi.org/10.1093/femsec/fiy227"
FOV-ROV14-BS01 phyloFlash,Bacteria;Proteobacteria;Gammaproteobacteria;Thiomicrospirales,0.01268579002177412,SHO,Often observed anoxic/oxic transition zones,"Lecoeuvre et al., Microbial ecology of the newly discovered serpentinite-hosted Old City hydrothermal field (southwest Indian ridge) 2020. https://doi.org/10.1038/s41396-020-00816-7"
FOV-ROV14-BS01 phyloFlash,Bacteria;Zixibacteria;(Zixibacteria);(Zixibacteria),0.01230710972261668,N/SRB,"Another species that so far has not been identified at deap sea HF, but in a set of other watery environments from cave deposits to deep subsurface fracture fluids. It is poorly defined but is hypothesised to be predatory and use either nitrate or sulphate reduction as catabolism ","1)Maciejewska et al., High-Throughput Sequencing Analysis of the Actinobacterial Spatial Diversity in Moonmilk Deposits., 2018., 10.3390/antibiotics7020027
2) Momper et al., Energy and carbon metabolisms in a deep terrestrial subsurface fluid microbial community 2017., doi: 10.1038/ismej.2017.94"
FOV-ROV14-BS01 phyloFlash,Bacteria;Planctomycetota;Phycisphaerae;CCM11a,0.01159708416169649,SRB / Fermentative,"Purely hypothesised so far, has not been well characterised to my knowledge. Lise Øvreås was one of the princiipial investigators so maybe ask what its all about?","Storesund and Øvreås., Diversity of Planctomycetes in iron-hydroxide deposits from the Arctic Mid Ocean Ridge (AMOR) and description of Bythopirellula goksoyri gen. nov., sp. nov., a novel Planctomycete from deep sea iron-hydroxide deposits., 2013., DOI: 10.1007/s10482-013-0019-x"
FOV-ROV14-BS01 phyloFlash,Bacteria;Desulfobacterota;Thermodesulfobacteria;Thermodesulfobacteriales,0.01154974912430181,SRB ,"Thermophillic, Sulphate reducing bacteria","Hatchikian, Olviier and Garcia"
FOV-ROV14-BS01 phyloFlash,Eukaryota;Amorphea;Obazoa;Opisthokonta,0.01154974912430181,,Too diverse to draw any conclusion,
FOV-ROV14-BS01 phyloFlash,Bacteria;Campilobacterota;Campylobacteria;Campylobacterales,0.01117106882514437,SHO (?),Generally sulphide oxidising and are often observed in anoxic-oxic transition zones. Maybe do KEGG analysis of campylobacterales bins? Difference between Loke/FOV metabolisms?,1)Brock p. 514
FOV-ROV14-BS01 phyloFlash,Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales,0.01074505348859226,Contam?,Only found in photic zones and surface waters and are hypothesised to be universallyb aerobic photoheterotrophs,"Lopez-Perez et al., Genomes of the "" Candidatus Actinomarinales"" Order: Highly Streamlined Marine Epipelagic Actinobacteria, 2020, DOI: 10.1128/mSystems.01041-20"
FOV-ROV14-BS01 phyloFlash,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales,0.01055571333901354,AO,Aerobic psychro-mesophile abundant in the worlds ocean.,"Konneke., Isolation of an autotrophic ammonia-oxidizing marine archaeon 2005., https://doi.org/10.1038/nature03911"
FOV-ROV14-BS02 phyloFlash,Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales,0.07316293248630326,SRB,"Obligate Anaerobes, mostly mesophilic with some thermophiles. Some are magnetotatctile","1) Keuver, Galushko Desulfovibrio, in Bergey's Manual of systematics od Archea and Bacteria, 2019 https://doi.org/10.1002/9781118960608.gbm01035.pub2
2) Rabus  et al., A Post-Genomic View of the Ecophysiology, Catabolism and Biotechnological Relevance of Sulphate-Reducing Prokaryotes, 2015., 10.1016/bs.ampbs.2015.05.002"
FOV-ROV14-BS02 phyloFlash,Bacteria;Proteobacteria;Gammaproteobacteria;(Gammaproteobacteria),0.0503314928904901,,Too diverse to draw any conclusion,
FOV-ROV14-BS02 phyloFlash,Archaea;Euryarchaeota;Methanococci;Methanococcales,0.05020358566586369,Methanogenic,"Strict anaerobes generally mesophiles but extremophiles (in almost every direction; psychro, thermo, h.thermo, acido, and halo exist",Brock 548-549
FOV-ROV14-BS02 phyloFlash,Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales,0.04180434458206314,SRB,"Some nifty bacteria that have been dubbed ""cable bacteria"" due their capacity to form fillaments that carry weak currents in marine sediments. Have so far been reported only in sediments as far as I can tell. They are hypothesised  (atleast their electricity carrying capacity) to be aerobic","Pfeffer et al.,  Filamentous bacteria transport electrons over centimetre distances 2012., https://doi.org/10.1038/nature11586
Schauer et al., Succession of cable bacteria and electric currents in marine sediment, 2014 ,https://doi.org/10.1038/ismej.2013.239"
FOV-ROV14-BS02 phyloFlash,Bacteria;(Bacteria);(Bacteria);(Bacteria),0.03943806092647466,Other,,
FOV-ROV14-BS02 phyloFlash,Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales,0.03500394380609265,SHO,Diverse order including aerobes allthough some have been observed in deap sea sediments (1-2). The likely culprit is sulphide reducing,"1) Garrity et al., Thiotrichales ord. nov†., 2015., https://doi.org/10.1002/9781118960608.obm00103
2) Brock P 649"
FOV-ROV14-BS02 phyloFlash,Bacteria;Calditrichota;Calditrichia;Calditrichales,0.03231789208893816,Fermentative (?),debated taxonomical assignment. The exact metabolism remains unknown and is suspected to be either fermentative or nitrate reducing with either H2 or acetate as electron source,"1) Kublanov et al., Genomic analysis of Caldithrix abyssi, the thermophilic anaerobic bacterium of the novel bacterial phylum Calditrichaeota, 2017
https://doi.org/10.3389/fmicb.2017.00195"
FOV-ROV14-BS02 phyloFlash,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales,0.02858726470400137,,Too diverse to draw any conclusion,Brock p 509
FOV-ROV14-BS02 phyloFlash,Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales,0.02826749664243535,MO,"Type I methanotrophs, (1) dominent where methane is limiting and copper/nitrate levels are high. Can be both mesophilic to thermophilic (2)","1) Hanson & Hanson, Methanotrophic bacteria, 1996

2) Orata et al., Phylogenomic Analysis of the Gammaproteobacterial Methanotrophs (Order Methylococcales) Calls for the Reclassification of Members at the Genus and Species Levels, 2018
https://doi.org/10.3389/fmicb.2018.03162"
FOV-ROV14-BS02 phyloFlash,Bacteria;Campilobacterota;Campylobacteria;Campylobacterales,0.02824617877166428,SHO (?),Generally sulphide oxidising and are often observed in anoxic-oxic transition zones. Maybe do KEGG analysis of campylobacterales bins? Difference between Loke/FOV metabolisms?,1)Brock p. 514
FOV-ROV14-BS02 phyloFlash,Bacteria;Proteobacteria;Zetaproteobacteria;Mariprofundales,0.02807563580549575,FO,Run-o-the-mill iron oxidisers found in some hydrothermal systems,"Emerson., A novel lineage of proteobacteria involved in formation of marine fe-oxidizing microbial mat communities. 2007, https://doi.org/10.1371/journal.pone.0000667"
FOV-ROV14-BS02 phyloFlash,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales,0.02425973693747469,Chemoorganotroph,"Meso to psycrophillic, generally chemoorganotrophs",Brock p 529-530
FOV-ROV14-BS02 phyloFlash,Archaea;Halobacterota;Archaeoglobi;Archaeoglobales,0.01865313692468396,SRB ,Hyperthermophile,1) Brock p 551
FOV-ROV14-BS02 phyloFlash,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales,0.01831205099234689,Too diverse to draw any conclusion,"Some are fermentative, some are H2S producing, some are Mn and Fe Oxidising. Generally psychrophillic ","Moyer et al., Psychrophiles and Psychrotrophs, In: Reference Module in Life Sciences 2017, https://doi.org/10.1016/B978-0-12-809633-8.02282-2"
FOV-ROV14-BS02 phyloFlash,Bacteria;Proteobacteria;Gammaproteobacteria;Thiomicrospirales,0.01556204566287919,SHO,Often observed anoxic/oxic transition zones,"Lecoeuvre et al., Microbial ecology of the newly discovered serpentinite-hosted Old City hydrothermal field (southwest Indian ridge) 2020. https://doi.org/10.1038/s41396-020-00816-7"
FOV-ROV14-BS02 phyloFlash,Bacteria;Desulfobacterota;Thermodesulfobacteria;Thermodesulfobacteriales,0.01424033767507301,SRB ,"Thermophillic, Sulphate reducing bacteria","Hatchikian, Olviier and Garcia"
